delta.sigma2_w,delta.sigma2_b,delta.theta,delta.sigma2_w_norm,delta.sigma2_b_norm,delta.theta_norm,contrast,comp
325.130784933719,127.388807411928,0.373424327126234,300.549717195417,177.785834810326,0.534172373894571,cpac_default_all__CompTo__cpac_default_all_gsr,compare_GSR
3.923146401738,8.51586883696803,1.13909107021545,1.44496622581694,9.26407968144496,1.416067894995,cpac_default_all__CompTo__cpac_fmriprep_all,compare_pipeline
-39.2124783142331,-37.880887078152,3.90972008517002,-28.4372821875501,-46.5177497645527,4.16368669780267,cpac_default_all__CompTo__cpac_ccs_all,compare_pipeline
0.844794472626973,22.8394182412631,1.5338247405393,-5.8285846095699,22.099328151539,1.82866892872832,cpac_default_all__CompTo__cpac_abcd_all,compare_pipeline
-325.130784933719,-127.388807411928,3.51501698071603,-279.366664706684,-209.504659175191,3.78504716540626,cpac_default_all_gsr__CompTo__cpac_default_all,compare_GSR
11.77053740402,4.28920539343096,0.349446907896185,10.9791857064704,6.0332673493975,0.502473580202406,cpac_default_all_gsr__CompTo__cpac_fmriprep_all_gsr,compare_pipeline
-21.20685762507,-14.716450577185,3.74824512772521,-18.5605912958629,-17.9390406284354,3.90996350561694,cpac_default_all_gsr__CompTo__cpac_ccs_all_gsr,compare_pipeline
-30.563405974811,-2.24280408815599,3.21484336636863,-29.5556670699043,-8.10027771202544,3.40909266198355,cpac_default_all_gsr__CompTo__cpac_abcd_all_gsr,compare_pipeline
-3.923146401738,-8.51586883696803,4.28068372380524,-1.50928507167977,-9.25381857993323,4.55071390849548,cpac_fmriprep_all__CompTo__cpac_default_all,compare_pipeline
332.978175936001,123.162143968391,0.354274830442474,310.31345447793,172.478808340419,0.507301502748695,cpac_fmriprep_all__CompTo__cpac_fmriprep_all_gsr,compare_GSR
-43.1356247159711,-46.39675591512,3.96339876381501,-30.09501552548,-55.7461309832839,4.21736537644767,cpac_fmriprep_all__CompTo__cpac_ccs_all,compare_pipeline
-3.07835192911102,14.323549404295,1.78249166193146,-7.10780432270803,12.8109108125392,2.07733585012048,cpac_fmriprep_all__CompTo__cpac_abcd_all,compare_pipeline
-11.77053740402,-4.28920539343096,3.49103956148598,-10.9322737670987,-6.11786106148848,3.65178760825432,cpac_fmriprep_all_gsr__CompTo__cpac_default_all_gsr,compare_pipeline
-332.978175936001,-123.162143968391,3.49586748403227,-286.608658724403,-209.520538613177,3.77284430881182,cpac_fmriprep_all_gsr__CompTo__cpac_fmriprep_all,compare_GSR
-32.97739502909,-19.005655970616,3.66442119763389,-29.4869235662969,-24.0675067336321,3.82613957552562,cpac_fmriprep_all_gsr__CompTo__cpac_ccs_all_gsr,compare_pipeline
-42.333943378831,-6.53200948158695,3.29468258219674,-40.2768889314524,-14.5808822734791,3.48893187781166,cpac_fmriprep_all_gsr__CompTo__cpac_abcd_all_gsr,compare_pipeline
39.2124783142331,37.880887078152,0.768127431580223,27.6864042222301,46.9685328982627,1.03815761627046,cpac_ccs_all__CompTo__cpac_default_all,compare_pipeline
43.1356247159711,46.39675591512,0.821806110225218,28.8044315663479,56.4238052706825,1.09878293500477,cpac_ccs_all__CompTo__cpac_fmriprep_all,compare_pipeline
343.136405622882,150.553243912895,0.413464384524884,314.417941134756,203.838736282062,0.575182762416615,cpac_ccs_all__CompTo__cpac_ccs_all_gsr,compare_GSR
40.05727278686,60.7203053194151,0.987631317939801,20.6839385699533,69.7403417430564,1.28247550612882,cpac_ccs_all__CompTo__cpac_abcd_all,compare_pipeline
21.20685762507,14.716450577185,0.606652474135418,18.577989364785,17.9210222666748,0.767400520903755,cpac_ccs_all_gsr__CompTo__cpac_default_all_gsr,compare_pipeline
32.97739502909,19.005655970616,0.522828544044099,29.6949948163327,23.8103092091647,0.67585521635032,cpac_ccs_all_gsr__CompTo__cpac_fmriprep_all_gsr,compare_pipeline
-343.136405622882,-150.553243912895,3.55505703811468,-294.303976841264,-231.935424918022,3.80902365074733,cpac_ccs_all_gsr__CompTo__cpac_ccs_all,compare_GSR
-9.35654834974099,12.473646489029,2.2143648245921,-11.5883664106532,10.4329582423564,2.40861412020702,cpac_ccs_all_gsr__CompTo__cpac_abcd_all_gsr,compare_pipeline
-0.844794472626973,-22.8394182412631,4.6754173941291,5.27847373810332,-22.2371405152837,4.94544757881934,cpac_abcd_all__CompTo__cpac_default_all,compare_pipeline
3.07835192911102,-14.323549404295,4.92408431552125,6.87778477532826,-12.9358569380233,5.2010611403008,cpac_abcd_all__CompTo__cpac_fmriprep_all,compare_pipeline
-40.05727278686,-60.7203053194151,4.12922397152959,-23.5166820061194,-68.836808820768,4.38319058416225,cpac_abcd_all__CompTo__cpac_ccs_all,compare_pipeline
293.722584486281,102.306585082509,0.335168676458384,268.450260607505,157.079761803702,0.5294179720733,cpac_abcd_all__CompTo__cpac_abcd_all_gsr,compare_GSR
30.563405974811,2.24280408815599,0.073250712778837,29.81040162189,7.10576597564111,0.233998759547174,cpac_abcd_all_gsr__CompTo__cpac_default_all_gsr,compare_pipeline
42.333943378831,6.53200948158695,0.153089928606951,40.8435644250689,12.9086465179295,0.306116600913171,cpac_abcd_all_gsr__CompTo__cpac_fmriprep_all_gsr,compare_pipeline
9.35654834974099,-12.473646489029,5.3559574781819,11.2429013473486,-10.8043520420289,5.51767585607363,cpac_abcd_all_gsr__CompTo__cpac_ccs_all_gsr,compare_pipeline
-293.722584486281,-102.306585082509,3.47676133004818,-251.318351635628,-183.244863828966,3.77160551823719,cpac_abcd_all_gsr__CompTo__cpac_abcd_all,compare_GSR
